transaction_date,security_title,shares,price_per_share,remaining_shares,accession_number,name,title,reporting_date,issuer_cik,owner_cik,buy_sell,ownership_nature,url,filing_date,company_stock_id
2025-09-05,Common Stock,192.0,224.312,35909.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,633.0,225.036,35276.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,15.0,223.651,36101.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,192.0,224.312,35909.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,633.0,225.036,35276.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,15.0,223.651,36101.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,192.0,224.312,35909.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,633.0,225.036,35276.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,15.0,223.651,36101.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,192.0,224.312,35909.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,633.0,225.036,35276.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-02,Common Stock,10000.0,233.5,527336.0,0001979088-25-000002,Kleinerman Christian,"EVP, Product Management",2025-09-02,1640147,1979088,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000197908825000002/xslF345X05/wk-form4_1757025673.xml,2025-09-04,-1.0
2025-08-28,Common Stock,6250.0,220.11,58325.0,0001821737-25-000005,Dageville Benoit,President of Products,2025-08-28,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000182173725000005/xslF345X05/wk-form4_1756507175.xml,2025-08-29,-1.0
2025-08-28,Common Stock,32031.0,225.654,843559.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,56938.0,226.354,786621.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,90615.0,227.517,696006.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,58120.0,228.711,637886.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,82378.0,229.441,555508.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,17290.0,230.481,538218.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,153215.0,231.771,385003.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,126839.0,232.44,258164.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,23708.0,233.431,234456.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,35575.0,234.659,198881.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,31223.0,235.594,167658.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,2151.0,236.412,165507.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-21,Common Stock,18750.0,192.81,58325.0,0001821737-25-000003,Dageville Benoit,President of Products,2025-08-21,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000182173725000003/xslF345X05/wk-form4_1755900561.xml,2025-08-22,-1.0
2025-08-07,Common Stock,25000.0,215.0,58325.0,0001628280-25-039700,Dageville Benoit,President of Products,2025-08-07,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000162828025039700/xslF345X05/wk-form4_1754954612.xml,2025-08-11,-1.0
2025-08-01,Common Stock,10000.0,216.0,537336.0,0001640147-25-000173,Kleinerman Christian,"EVP, Product Management",2025-08-01,1640147,1979088,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000164014725000173/xslF345X05/wk-form4_1754350190.xml,2025-08-04,-1.0
2025-08-01,Common Stock,26449.0,208.553,1469756.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,7556.0,209.17,1462200.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,314.0,208.553,26225.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,89.0,209.17,26136.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,10090.0,208.553,560706.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,2883.0,209.17,557823.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,653.0,208.553,36303.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,187.0,209.17,36116.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,653.0,208.553,36303.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,187.0,209.17,36116.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,653.0,208.553,36303.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,187.0,209.17,36116.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,653.0,208.553,36303.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,187.0,209.17,36116.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-07-31,Common Stock,44799.0,225.405,376754.0,0001628280-25-037539,Slootman Frank,Director,2025-07-31,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000162828025037539/xslF345X05/wk-form4_1754349786.xml,2025-08-04,-1.0
2025-07-31,Common Stock,56406.0,226.711,320348.0,0001628280-25-037539,Slootman Frank,Director,2025-07-31,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000162828025037539/xslF345X05/wk-form4_1754349786.xml,2025-08-04,-1.0
2025-07-31,Common Stock,102910.0,227.498,217438.0,0001628280-25-037539,Slootman Frank,Director,2025-07-31,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000162828025037539/xslF345X05/wk-form4_1754349786.xml,2025-08-04,-1.0
2025-07-31,Common Stock,46154.0,228.364,171284.0,0001628280-25-037539,Slootman Frank,Director,2025-07-31,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000162828025037539/xslF345X05/wk-form4_1754349786.xml,2025-08-04,-1.0
2025-07-31,Common Stock,5777.0,229.106,165507.0,0001628280-25-037539,Slootman Frank,Director,2025-07-31,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000162828025037539/xslF345X05/wk-form4_1754349786.xml,2025-08-04,-1.0
2025-07-24,Common Stock,25000.0,214.633,58325.0,0001640147-25-000169,Dageville Benoit,President of Products,2025-07-24,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000164014725000169/xslF345X05/wk-form4_1753479378.xml,2025-07-25,-1.0
2025-07-10,Common Stock,25000.0,221.83,58325.0,0001640147-25-000168,Dageville Benoit,President of Products,2025-07-10,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000164014725000168/xslF345X05/wk-form4_1752265983.xml,2025-07-11,-1.0
2025-07-07,Common Stock,25795.0,221.093,463425.0,0001640147-25-000166,Slootman Frank,Director,2025-07-07,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000166/xslF345X05/wk-form4_1752093348.xml,2025-07-09,-1.0
2025-07-07,Common Stock,111696.0,221.832,351729.0,0001640147-25-000166,Slootman Frank,Director,2025-07-07,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000166/xslF345X05/wk-form4_1752093348.xml,2025-07-09,-1.0
2025-07-07,Common Stock,48004.0,222.713,303725.0,0001640147-25-000166,Slootman Frank,Director,2025-07-07,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000166/xslF345X05/wk-form4_1752093348.xml,2025-07-09,-1.0
2025-07-07,Common Stock,30089.0,223.729,273636.0,0001640147-25-000166,Slootman Frank,Director,2025-07-07,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000166/xslF345X05/wk-form4_1752093348.xml,2025-07-09,-1.0
2025-07-07,Common Stock,71715.0,224.918,201921.0,0001640147-25-000166,Slootman Frank,Director,2025-07-07,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000166/xslF345X05/wk-form4_1752093348.xml,2025-07-09,-1.0
2025-07-07,Common Stock,36414.0,225.616,165507.0,0001640147-25-000166,Slootman Frank,Director,2025-07-07,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000166/xslF345X05/wk-form4_1752093348.xml,2025-07-09,-1.0
2025-07-08,Common Stock,16485.0,221.379,249505.0,0001640147-25-000166,Slootman Frank,Director,2025-07-07,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000166/xslF345X05/wk-form4_1752093348.xml,2025-07-09,-1.0
2025-07-08,Common Stock,23292.0,222.562,226213.0,0001640147-25-000166,Slootman Frank,Director,2025-07-07,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000166/xslF345X05/wk-form4_1752093348.xml,2025-07-09,-1.0
2025-07-08,Common Stock,14399.0,223.181,211814.0,0001640147-25-000166,Slootman Frank,Director,2025-07-07,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000166/xslF345X05/wk-form4_1752093348.xml,2025-07-09,-1.0
2025-07-08,Common Stock,26403.0,224.625,185411.0,0001640147-25-000166,Slootman Frank,Director,2025-07-07,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000166/xslF345X05/wk-form4_1752093348.xml,2025-07-09,-1.0
2025-07-08,Common Stock,17172.0,225.247,168239.0,0001640147-25-000166,Slootman Frank,Director,2025-07-07,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000166/xslF345X05/wk-form4_1752093348.xml,2025-07-09,-1.0
2025-07-08,Common Stock,2732.0,226.023,165507.0,0001640147-25-000166,Slootman Frank,Director,2025-07-07,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000166/xslF345X05/wk-form4_1752093348.xml,2025-07-09,-1.0
2025-07-07,Common Stock,403.0,221.469,26539.0,0001640147-25-000164,Speiser Michael L,Director,2025-07-07,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000164/xslF345X05/wk-form4_1751931348.xml,2025-07-07,-1.0
2025-07-07,Common Stock,34005.0,221.469,1496205.0,0001640147-25-000164,Speiser Michael L,Director,2025-07-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000164/xslF345X05/wk-form4_1751931348.xml,2025-07-07,-1.0
2025-07-07,Common Stock,12973.0,221.469,570796.0,0001640147-25-000164,Speiser Michael L,Director,2025-07-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000164/xslF345X05/wk-form4_1751931348.xml,2025-07-07,-1.0
2025-07-07,Common Stock,840.0,221.469,36956.0,0001640147-25-000164,Speiser Michael L,Director,2025-07-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000164/xslF345X05/wk-form4_1751931348.xml,2025-07-07,-1.0
2025-07-07,Common Stock,840.0,221.469,36956.0,0001640147-25-000164,Speiser Michael L,Director,2025-07-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000164/xslF345X05/wk-form4_1751931348.xml,2025-07-07,-1.0
2025-07-07,Common Stock,840.0,221.469,36956.0,0001640147-25-000164,Speiser Michael L,Director,2025-07-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000164/xslF345X05/wk-form4_1751931348.xml,2025-07-07,-1.0
2025-07-07,Common Stock,840.0,221.469,36956.0,0001640147-25-000164,Speiser Michael L,Director,2025-07-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000164/xslF345X05/wk-form4_1751931348.xml,2025-07-07,-1.0
2025-07-02,Common Stock,41061.0,215.598,312261.0,0001640147-25-000163,Slootman Frank,Director,2025-07-02,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000163/xslF345X05/wk-form4_1751931285.xml,2025-07-07,-1.0
2025-07-02,Common Stock,100917.0,216.578,211344.0,0001640147-25-000163,Slootman Frank,Director,2025-07-02,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000163/xslF345X05/wk-form4_1751931285.xml,2025-07-07,-1.0
2025-07-02,Common Stock,44800.0,217.337,166544.0,0001640147-25-000163,Slootman Frank,Director,2025-07-02,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000163/xslF345X05/wk-form4_1751931285.xml,2025-07-07,-1.0
2025-07-02,Common Stock,1037.0,218.112,165507.0,0001640147-25-000163,Slootman Frank,Director,2025-07-02,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000163/xslF345X05/wk-form4_1751931285.xml,2025-07-07,-1.0
2025-07-03,Common Stock,18248.0,219.007,326208.0,0001640147-25-000163,Slootman Frank,Director,2025-07-02,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000163/xslF345X05/wk-form4_1751931285.xml,2025-07-07,-1.0
2025-07-03,Common Stock,8395.0,220.081,317813.0,0001640147-25-000163,Slootman Frank,Director,2025-07-02,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000163/xslF345X05/wk-form4_1751931285.xml,2025-07-07,-1.0
2025-07-03,Common Stock,104723.0,221.214,213090.0,0001640147-25-000163,Slootman Frank,Director,2025-07-02,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000163/xslF345X05/wk-form4_1751931285.xml,2025-07-07,-1.0
2025-07-03,Common Stock,47583.0,222.075,165507.0,0001640147-25-000163,Slootman Frank,Director,2025-07-02,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000163/xslF345X05/wk-form4_1751931285.xml,2025-07-07,-1.0
2025-07-03,Common Stock,1146.0,217.74,4474.0,0001640147-25-000151,Briggs Teresa,Director,2025-07-02,1640147,1767659,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000164014725000151/xslF345X05/wk-form4_1751583581.xml,2025-07-03,-1.0
2025-11-18,Class A Common  Stock,5430.0,87.84,0.0,0001857146-25-000005,Webster Meridith,Exec VP GlobalComm/PubAffairs,2025-11-18,1001250,1857146,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1001250/000185714625000005/xslF345X05/wk-form4_1763573858.xml,2025-11-19,-1.0
